id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,quote
6855,BIDR,BIDR,binance-idr,120,2020-09-02T00:00:00.000Z,"stablecoin, bnb-chain, fiat-stablecoin",,277566300089.0,277566300089.0,BNB Beacon Chain (BEP2),"{'price': 7.871474227597244e-05, 'volume_24h': 1.44031029, 'volume_change_24h': 62.112, 'percent_change_1h': 0, 'percent_change_24h': 0.4413145, 'percent_change_7d': 13.98226479, 'percent_change_30d': 26.09250662, 'percent_change_60d': 35.85190317, 'percent_change_90d': 39.06073543, 'market_cap': 21848559.77600086, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 21848559.78, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
2320,xMoney,UTK,utrust,69,2017-12-29T00:00:00.000Z,"cybersecurity, payments, smart-contracts, elrond-ecosystem, multiversx-ecosystem",500000000.0,500000000.0,500000000.0,Ethereum,"{'price': 0.043592413735372273, 'volume_24h': 1110843.59249479, 'volume_change_24h': 14.0774, 'percent_change_1h': -0.66711264, 'percent_change_24h': -7.78149946, 'percent_change_7d': 0.67277244, 'percent_change_30d': 29.04783, 'percent_change_60d': -21.60107594, 'percent_change_90d': -22.57814964, 'market_cap': 21796206.867686138, 'market_cap_dominance': 0.0011, 'fully_diluted_market_cap': 21796206.87, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
9386,Kishu Inu,KISHU,kishu-inu,56,2021-04-20T00:00:00.000Z,"memes, doggone-doggerel",,9.313609712113394e+16,9.670293841273085e+16,Ethereum,"{'price': 2.33947214838882e-10, 'volume_24h': 330071.92685016, 'volume_change_24h': -36.1223, 'percent_change_1h': -0.61368034, 'percent_change_24h': -3.89173712, 'percent_change_7d': -18.56730571, 'percent_change_30d': -18.76039208, 'percent_change_60d': -45.45152581, 'percent_change_90d': -39.77325104, 'market_cap': 21788930.522452902, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 22623383.11, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
2081,AirDAO,AMB,airdao,63,2017-10-23T00:00:00.000Z,"platform, defi, governance, layer-1, dwf-labs-portfolio",6500000000.0,3140314020.0,6480763238.0,N/A,"{'price': 0.006902013467571312, 'volume_24h': 948030.18706995, 'volume_change_24h': -6.2215, 'percent_change_1h': -1.66284809, 'percent_change_24h': -7.10875167, 'percent_change_7d': -3.30309465, 'percent_change_30d': -8.31010536, 'percent_change_60d': 0.11202982, 'percent_change_90d': 5.30426667, 'market_cap': 21674489.658443004, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 44863087.54, 'tvl': None, 'last_updated': '2024-09-16T02:25:00.000Z'}"
7672,Unifi Protocol DAO,UNFI,unifi-protocol-dao,141,2020-11-21T00:00:00.000Z,"defi, binance-launchpool, bnb-chain",10000000.0,8629040.51706566,8629041.51706566,BNB Smart Chain (BEP20),"{'price': 2.503699372998843, 'volume_24h': 3695069.36900577, 'volume_change_24h': 1.4755, 'percent_change_1h': -0.51839425, 'percent_change_24h': -6.50492553, 'percent_change_7d': 2.51356429, 'percent_change_30d': -14.94030757, 'percent_change_60d': -38.21024909, 'percent_change_90d': -38.3106833, 'market_cap': 21604523.332158905, 'market_cap_dominance': 0.0011, 'fully_diluted_market_cap': 25036993.73, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
2937,VITE,VITE,vite,81,2018-07-17T00:00:00.000Z,"dag, multiple-algorithms, platform, enterprise-solutions, decentralized-exchange-dex-token, scaling, bnb-chain",,1101477307.9245958,1101477307.9245958,N/A,"{'price': 0.019360090488371357, 'volume_24h': 2932581.52559722, 'volume_change_24h': -26.5231, 'percent_change_1h': 1.96617993, 'percent_change_24h': -3.80224406, 'percent_change_7d': -3.38403841, 'percent_change_30d': 71.52412065, 'percent_change_60d': 14.68957442, 'percent_change_90d': 12.61969716, 'market_cap': 21324700.352307856, 'market_cap_dominance': 0.0011, 'fully_diluted_market_cap': 21324700.35, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
30859,Hoppy,HOPPY,hoppy-coin,33,2024-04-23T14:16:46.000Z,memes,420690000000.0,420690000000.0,420690000000.0,Ethereum,"{'price': 5.042978218128837e-05, 'volume_24h': 2229198.07546006, 'volume_change_24h': -12.2989, 'percent_change_1h': -0.35221261, 'percent_change_24h': -13.2594261, 'percent_change_7d': -2.46669613, 'percent_change_30d': 24.34155239, 'percent_change_60d': -46.07655563, 'percent_change_90d': -6.70737746, 'market_cap': 21215305.065846205, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 21215305.07, 'tvl': None, 'last_updated': '2024-09-16T02:25:00.000Z'}"
28249,ZTX,ZTX,ztx,27,2023-10-17T06:26:47.000Z,"gaming, metaverse, arbitrum-ecosytem",10000000000.0,3635135938.0,10000000000.0,Arbitrum,"{'price': 0.005836010178869794, 'volume_24h': 6058918.89114114, 'volume_change_24h': -23.3266, 'percent_change_1h': 0.65816533, 'percent_change_24h': -12.10570837, 'percent_change_7d': 19.68387763, 'percent_change_30d': 0.26876924, 'percent_change_60d': -34.3949306, 'percent_change_90d': -37.66579584, 'market_cap': 21214690.335743397, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 58360101.79, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
12064,Cratos,CRTS,cratos,28,2021-09-22T23:11:43.000Z,,100000000000.0,49299676745.0,100000000000.0,Ethereum,"{'price': 0.0004296856118607327, 'volume_24h': 2766705.05577734, 'volume_change_24h': -16.0185, 'percent_change_1h': 0.21561522, 'percent_change_24h': -6.48196081, 'percent_change_7d': -10.62533001, 'percent_change_30d': 22.76528405, 'percent_change_60d': 1.52841467, 'percent_change_90d': -23.72933084, 'market_cap': 21183361.76671166, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 42968561.19, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
30484,PUPS (Ordinals),PUPS,pups-ordinals,11,2024-04-09T08:40:49.000Z,"memes, brc-20, inscriptions",7770000.0,7770000.0,7770000.0,Ordinals - BRC20,"{'price': 2.7232245644029716, 'volume_24h': 195081.33583016, 'volume_change_24h': -0.9873, 'percent_change_1h': -0.65403058, 'percent_change_24h': -0.36264939, 'percent_change_7d': 4.40650759, 'percent_change_30d': -26.47506299, 'percent_change_60d': -50.84723312, 'percent_change_90d': -72.70182944, 'market_cap': 21159454.865411088, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 21159454.87, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
4758,dForce,DF,dforce,70,2020-06-22T00:00:00.000Z,"defi, arbitrum-ecosytem, optimism-ecosystem",,699926146.6275177,999926146.6275177,Ethereum,"{'price': 0.0301760424617276, 'volume_24h': 1147368.11226333, 'volume_change_24h': 91.5935, 'percent_change_1h': -0.95777894, 'percent_change_24h': -7.6652739, 'percent_change_7d': 1.12302876, 'percent_change_30d': 10.15914466, 'percent_change_60d': -8.77434002, 'percent_change_90d': -6.64806474, 'market_cap': 21121001.12070535, 'market_cap_dominance': 0.001, 'fully_diluted_market_cap': 30173813.86, 'tvl': 10590413.52647, 'last_updated': '2024-09-16T02:24:00.000Z'}"
4441,Vectorspace AI,VXV,vectorspace-ai,32,2019-12-04T00:00:00.000Z,"ai-big-data, ethereum-ecosystem",,49517054.12464035,50000000.0,Ethereum,"{'price': 0.4226779763870819, 'volume_24h': 60839.40875826, 'volume_change_24h': -12.8752, 'percent_change_1h': -0.37014232, 'percent_change_24h': -2.58065297, 'percent_change_7d': 16.64547208, 'percent_change_30d': 31.54751525, 'percent_change_60d': 11.16114793, 'percent_change_90d': 2.97268228, 'market_cap': 20929768.23405259, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 21133898.82, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
23825,Nexera,NXRA,allianceblock-nexera,38,2023-03-08T08:04:07.000Z,real-world-assets,,820713703.7422844,864753703.7422844,Ethereum,"{'price': 0.025489168184012374, 'volume_24h': 69984.7525392, 'volume_change_24h': -52.9737, 'percent_change_1h': 0.11372164, 'percent_change_24h': -9.10447791, 'percent_change_7d': -16.04360816, 'percent_change_30d': -24.93019458, 'percent_change_60d': -66.38195816, 'percent_change_90d': -70.57426704, 'market_cap': 20919309.625610795, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 22041852.59, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
15996,pSTAKE Finance,PSTAKE,pstake-finance,47,2021-12-13T21:16:22.000Z,"binance-labs-portfolio, spartan-group, liquid-staking-derivatives",,439651042.0,500000000.0,Ethereum,"{'price': 0.04754615199140042, 'volume_24h': 870783.12692708, 'volume_change_24h': -8.1903, 'percent_change_1h': -3.46174706, 'percent_change_24h': -7.21151089, 'percent_change_7d': -11.019581, 'percent_change_30d': -34.14907678, 'percent_change_60d': -58.4272859, 'percent_change_90d': -53.89465657, 'market_cap': 20903715.26610957, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 23773076, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
5583,Hacken Token,HAI,hackenai,60,2020-05-13T00:00:00.000Z,"cybersecurity, ai-big-data, enterprise-solutions, smart-contracts, hacken-foundation, bnb-chain",1000000000.0,645000940.0,970000940.0,Ethereum,"{'price': 0.03217647546678331, 'volume_24h': 192223.80279727, 'volume_change_24h': -11.4379, 'percent_change_1h': 0.1921289, 'percent_change_24h': -3.12671774, 'percent_change_7d': -1.94526035, 'percent_change_30d': -18.5757248, 'percent_change_60d': -31.63421888, 'percent_change_90d': -31.32324659, 'market_cap': 20753856.92196217, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 32176475.47, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
15563,Cornucopias,COPI,cornucopias,44,2021-12-03T23:51:08.000Z,"collectibles-nfts, gaming, entertainment, ethereum-ecosystem, binance-smart-chain, metaverse, play-to-earn, cardano-ecosystem, web3, cardano",,848670162.0,3840000000.0,Ethereum,"{'price': 0.02430034532889102, 'volume_24h': 180702.93972127, 'volume_change_24h': 4.9663, 'percent_change_1h': -0.34294172, 'percent_change_24h': -4.41835792, 'percent_change_7d': -2.41724636, 'percent_change_30d': -19.1742869, 'percent_change_60d': -38.08480381, 'percent_change_90d': -45.27576497, 'market_cap': 20622978.006925885, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 93313326.06, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
11821,Swarm Markets,SMT,swarm-markets,40,2021-09-11T20:44:46.000Z,real-world-assets,,81815875.0,158247250.0,Ethereum,"{'price': 0.25135526530903324, 'volume_24h': 145497.02335, 'volume_change_24h': 70.2923, 'percent_change_1h': -1.15150261, 'percent_change_24h': -10.87310854, 'percent_change_7d': -4.79597912, 'percent_change_30d': -32.1581557, 'percent_change_60d': -59.68761628, 'percent_change_90d': -54.80837048, 'market_cap': 20564850.9671157, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 39776279.51, 'tvl': 223582.27978, 'last_updated': '2024-09-16T02:24:00.000Z'}"
1768,AdEx,ADX,adx-net,67,2017-07-01T00:00:00.000Z,"marketing, smart-contracts, web3, bnb-chain, generative-ai, account-abstraction",150000000.0,144046026.928,150000000.0,Ethereum,"{'price': 0.1422827439394161, 'volume_24h': 1535350.27346753, 'volume_change_24h': 24.5005, 'percent_change_1h': -0.48747765, 'percent_change_24h': -3.11514127, 'percent_change_7d': 1.01133244, 'percent_change_30d': 5.9045818, 'percent_change_60d': -22.70557021, 'percent_change_90d': -15.97625081, 'market_cap': 20495263.96488686, 'market_cap_dominance': 0.001, 'fully_diluted_market_cap': 21342411.59, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
5865,FIO Protocol,FIO,fio-protocol,47,2020-07-19T00:00:00.000Z,"collectibles-nfts, wallet, layer-1",1000000000.0,790626595.8596897,839242769.7719939,N/A,"{'price': 0.025902266233268256, 'volume_24h': 1852597.93408207, 'volume_change_24h': 14.3789, 'percent_change_1h': -0.60951868, 'percent_change_24h': -8.63743426, 'percent_change_7d': -1.60655756, 'percent_change_30d': 37.22955054, 'percent_change_60d': -3.16328955, 'percent_change_90d': 4.26883582, 'market_cap': 20479020.577060267, 'market_cap_dominance': 0.001, 'fully_diluted_market_cap': 25902266.23, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
10630,Guild of Guardians,GOG,guild-of-guardians,36,2021-12-22T02:56:03.000Z,"gaming, entertainment, play-to-earn",1000000000.0,641384001.299,1000000000.0,Ethereum,"{'price': 0.03182586839622129, 'volume_24h': 85027.60412699, 'volume_change_24h': 13.0321, 'percent_change_1h': -0.49969046, 'percent_change_24h': -3.38046996, 'percent_change_7d': -7.5609325, 'percent_change_30d': -19.333707, 'percent_change_60d': -63.61982733, 'percent_change_90d': -48.21530665, 'market_cap': 20412602.8167838, 'market_cap_dominance': 0.001, 'fully_diluted_market_cap': 31825868.4, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
28412,Multibit,MUBI,multibit,78,2023-11-14T14:18:51.000Z,"interoperability, bitcoin-ecosystem, brc-20, inscriptions",1000000000.0,950000000.0,1000000000.0,Ethereum,"{'price': 0.02148461285612825, 'volume_24h': 4407843.2315469, 'volume_change_24h': 17.1352, 'percent_change_1h': -2.67797201, 'percent_change_24h': -8.94761659, 'percent_change_7d': 0.40201926, 'percent_change_30d': -12.30086857, 'percent_change_60d': -41.12322315, 'percent_change_90d': -47.67563773, 'market_cap': 20410382.213321835, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 21484612.86, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
26032,Moon Tropica,CAH,moon-tropica,6,2023-05-26T12:00:35.000Z,"gaming, ethereum-ecosystem",3500000.0,2236269.0,3500000.0,Ethereum,"{'price': 9.122383261008924, 'volume_24h': 107132.16736914, 'volume_change_24h': -19.9441, 'percent_change_1h': -6.33635231, 'percent_change_24h': -11.78914886, 'percent_change_7d': 10.32617422, 'percent_change_30d': -0.19703661, 'percent_change_60d': -38.52932534, 'percent_change_90d': -22.32310173, 'market_cap': 20400102.892713167, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 31928341.41, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
26914,Statter Network,STT,statter-network,3,2023-06-15T10:03:33.000Z,,100000000.0,50344589.0,99994281.0,N/A,"{'price': 0.3985844687618024, 'volume_24h': 1344701.35022539, 'volume_change_24h': -21.8816, 'percent_change_1h': 0.30864095, 'percent_change_24h': -1.3990593, 'percent_change_7d': -3.1919283, 'percent_change_30d': -21.80939201, 'percent_change_60d': -39.34882716, 'percent_change_90d': -44.41177313, 'market_cap': 20066571.26159628, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 39858446.88, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
30661,Parcl,PRCL,parcl,53,2024-04-16T13:00:27.000Z,"real-estate, coinbase-ventures-portfolio, governance, solana-ecosystem, dragonfly-capital-portfolio, real-world-assets, shima-capital",1000000000.0,144901780.0,1000000000.0,Solana,"{'price': 0.13821994519260491, 'volume_24h': 10976322.27617549, 'volume_change_24h': 3.4417, 'percent_change_1h': -1.29080849, 'percent_change_24h': -9.83766128, 'percent_change_7d': 3.27994927, 'percent_change_30d': -15.24729953, 'percent_change_60d': -51.04683072, 'percent_change_90d': -37.84219219, 'market_cap': 20028316.089910895, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 138219945.19, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
10465,Polytrade,TRADE,polytrade,70,2021-06-16T00:00:00.000Z,"defi, lending-borowing, real-world-assets, dwf-labs-portfolio",100000000.0,37500243.0,100000000.0,Ethereum,"{'price': 0.533384136919232, 'volume_24h': 924670.87585327, 'volume_change_24h': -5.0603, 'percent_change_1h': 0.16231934, 'percent_change_24h': -2.18080918, 'percent_change_7d': 8.86860905, 'percent_change_30d': -10.10120939, 'percent_change_60d': -8.78888578, 'percent_change_90d': -28.44874747, 'market_cap': 20002034.74681647, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 53338413.69, 'tvl': None, 'last_updated': '2024-09-16T02:25:00.000Z'}"
3327,SIX,SIX,six,19,2018-09-21T00:00:00.000Z,"payments, dwf-labs-portfolio",1000000000.0,850966610.126,999999970.0,Ethereum,"{'price': 0.023416053265038723, 'volume_24h': 3009837.41245164, 'volume_change_24h': -78.5891, 'percent_change_1h': -0.72583626, 'percent_change_24h': -12.5895605, 'percent_change_7d': 17.73569653, 'percent_change_30d': 12.94483723, 'percent_change_60d': -4.78431807, 'percent_change_90d': -7.0085724, 'market_cap': 19926279.46947986, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 23416053.27, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
32862,MUNCAT,MUNCAT,muncat,4,2024-08-28T05:37:02.000Z,"memes, cat-themed, tron-memes, sun-pump-ecosystem",1000000000.0,1000000000.0,1000000000.0,Tron20,"{'price': 0.01979579996932729, 'volume_24h': 4039759.42226957, 'volume_change_24h': 20.1459, 'percent_change_1h': -0.27453437, 'percent_change_24h': -2.39637434, 'percent_change_7d': 24.2985871, 'percent_change_30d': -3.0509998, 'percent_change_60d': -3.0509998, 'percent_change_90d': -3.0509998, 'market_cap': 19795799.96932729, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 19795799.97, 'tvl': None, 'last_updated': '2024-09-16T02:25:00.000Z'}"
8715,Taraxa,TARA,taraxa,16,2021-03-08T00:00:00.000Z,"services, layer-1",12000000000.0,4403947327.0,10578187675.0,N/A,"{'price': 0.004488835950285035, 'volume_24h': 411538.56327743, 'volume_change_24h': 42.0052, 'percent_change_1h': -0.78335945, 'percent_change_24h': 1.2465504, 'percent_change_7d': 24.90435424, 'percent_change_30d': 16.44621613, 'percent_change_60d': -35.43399441, 'percent_change_90d': -15.81553175, 'market_cap': 19768597.084599283, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 53866031.4, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
12256,cheqd,CHEQ,cheqd,19,2021-10-02T08:42:01.000Z,"cosmos-ecosystem, identity, injective-ecosystem",,642492815.0,1118780405.58,Ethereum,"{'price': 0.030662077614440085, 'volume_24h': 131521.27517895, 'volume_change_24h': 53.8722, 'percent_change_1h': -0.04604706, 'percent_change_24h': 1.70066167, 'percent_change_7d': 1.79679891, 'percent_change_30d': -19.73156413, 'percent_change_60d': -15.60295773, 'percent_change_90d': -36.56537946, 'market_cap': 19700164.560250096, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 34304131.63, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
6216,AXEL,AXEL,axel,3,2020-08-05T00:00:00.000Z,filesharing,1000000000.0,283102718.0006794,770933110.5085934,N/A,"{'price': 0.06872783034705528, 'volume_24h': 2192.29806935, 'volume_change_24h': -5.7767, 'percent_change_1h': -0.42051862, 'percent_change_24h': -2.84988882, 'percent_change_7d': 5.17922057, 'percent_change_30d': -5.46134937, 'percent_change_60d': -18.5405902, 'percent_change_90d': -21.78341935, 'market_cap': 19457035.573540922, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 68727830.35, 'tvl': None, 'last_updated': '2024-09-16T02:25:00.000Z'}"
10894,StorX Network,SRX,storx-network,19,2021-07-14T00:00:00.000Z,"distributed-computing, storage, xdc-ecosystem, depin",1500000000.0,341427504.0,575617799.0,XDC Network,"{'price': 0.0567561770686425, 'volume_24h': 1177423.35843891, 'volume_change_24h': 13.0314, 'percent_change_1h': 0.0477186, 'percent_change_24h': 1.39414363, 'percent_change_7d': 3.42442829, 'percent_change_30d': 4.38967268, 'percent_change_60d': 5.6336614, 'percent_change_90d': 24.53217351, 'market_cap': 19378119.873128645, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 85134265.6, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
5225,FC Barcelona Fan Token,BAR,fc-barcelona-fan-token,53,2020-06-24T00:00:00.000Z,"sports, fan-token, binance-launchpad, soccer",40000000.0,11466815.0,40000000.0,Chiliz,"{'price': 1.6594320052009242, 'volume_24h': 1250816.95447783, 'volume_change_24h': 40.5488, 'percent_change_1h': -0.47958593, 'percent_change_24h': -4.82297558, 'percent_change_7d': -1.30224746, 'percent_change_30d': -0.7919978, 'percent_change_60d': -16.15772037, 'percent_change_90d': -11.58134785, 'market_cap': 19028399.808718037, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 66377280.21, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
8772,ZUSD,ZUSD,zusd,11,2021-03-10T00:00:00.000Z,"stablecoin, ethereum-ecosystem, solana-ecosystem, arbitrum-ecosytem, usd-stablecoin, fiat-stablecoin",,19012373.0,19012373.0,Ethereum,"{'price': 0.9990675324260583, 'volume_24h': 77.78505186, 'volume_change_24h': 341.0251, 'percent_change_1h': -0.13528326, 'percent_change_24h': -0.29476895, 'percent_change_7d': 0.0918807, 'percent_change_30d': -0.15392331, 'percent_change_60d': -0.30263058, 'percent_change_90d': 12.69943975, 'market_cap': 18994644.578673813, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 18994644.58, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
4702,Rupiah Token,IDRT,rupiah-token,41,2019-09-24T00:00:00.000Z,"stablecoin, asset-backed-stablecoin, harmony-ecosystem, fiat-stablecoin",,291132793120.0,291132793120.0,Ethereum,"{'price': 6.522104867818272e-05, 'volume_24h': 669733.65876777, 'volume_change_24h': 1.4891, 'percent_change_1h': 0.22055885, 'percent_change_24h': 0.48885931, 'percent_change_7d': 1.20505729, 'percent_change_30d': 2.82530252, 'percent_change_60d': 5.50780951, 'percent_change_90d': 7.71305904, 'market_cap': 18987986.071894817, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 18987986.07, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
9029,Graphlinq Chain,GLQ,graphlinq-protocol,41,2021-03-31T00:00:00.000Z,"platform, ai-big-data, enterprise-solutions, analytics, polygon-ecosystem, layer-1",,339999895.0,650000000.0,N/A,"{'price': 0.05580220918122235, 'volume_24h': 318140.95462582, 'volume_change_24h': 10.3429, 'percent_change_1h': -0.67662837, 'percent_change_24h': -7.80896092, 'percent_change_7d': 27.14722627, 'percent_change_30d': 12.40354516, 'percent_change_60d': -18.28714918, 'percent_change_90d': -21.59890983, 'market_cap': 18972745.262383636, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 36271435.97, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
7535,Keep3rV1,KP3R,keep3rv1,101,2020-10-28T00:00:00.000Z,"defi, yearn-partnerships, fantom-ecosystem, olympus-pro-ecosystem",,425178.0,425178.0,Ethereum,"{'price': 44.44045423568969, 'volume_24h': 1652724.67390949, 'volume_change_24h': 8.2773, 'percent_change_1h': -0.37661782, 'percent_change_24h': -6.87699905, 'percent_change_7d': 5.44674106, 'percent_change_30d': 4.56540007, 'percent_change_60d': -27.42802997, 'percent_change_90d': -24.79404997, 'market_cap': 18895103.451022074, 'market_cap_dominance': 0.0009, 'fully_diluted_market_cap': 18895103.45, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
5382,ELYSIA,EL,elysia,19,2020-03-30T00:00:00.000Z,real-world-assets,7000000000.0,4010729784.0,6803300704.688,Ethereum,"{'price': 0.00470181973659023, 'volume_24h': 2433197.43118754, 'volume_change_24h': 372.768, 'percent_change_1h': -1.89529533, 'percent_change_24h': -0.49357748, 'percent_change_7d': 11.46067448, 'percent_change_30d': 9.36604616, 'percent_change_60d': -7.20332738, 'percent_change_90d': 13.17040107, 'market_cap': 18857728.45654147, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 32912738.16, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
29331,OORT,OORT,oortech,11,2024-02-07T15:02:04.000Z,"ai-big-data, distributed-computing, depin",,212359971.39381722,2000000000.0,N/A,"{'price': 0.08840474629900683, 'volume_24h': 467325.34059829, 'volume_change_24h': -39.9983, 'percent_change_1h': -0.93520603, 'percent_change_24h': -3.32237253, 'percent_change_7d': 4.98043047, 'percent_change_30d': -20.50262072, 'percent_change_60d': -44.65544093, 'percent_change_90d': -50.63406661, 'market_cap': 18773629.39513476, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 176809492.6, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
32125,8-Bit Coin,COIN,mario-coin,9,2024-07-05T07:47:30.000Z,"memes, solana-ecosystem",100000000000.0,30000000000.0,100000000000.0,Solana,"{'price': 0.000624574212693261, 'volume_24h': 70039.97095093, 'volume_change_24h': -20.4659, 'percent_change_1h': -0.04429365, 'percent_change_24h': -2.57958581, 'percent_change_7d': -18.19336094, 'percent_change_30d': 72.03200057, 'percent_change_60d': 159.92108543, 'percent_change_90d': 529.8139647, 'market_cap': 18737226.38079783, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 62457421.27, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
22866,Radiant,RXD,radiant,13,2022-12-05T03:09:04.000Z,"pow, platform, smart-contracts, layer-1",21000000000.0,11617772786.730755,11617772786.730755,N/A,"{'price': 0.0016077282607255242, 'volume_24h': 516503.57361256, 'volume_change_24h': 17.4125, 'percent_change_1h': -0.30528189, 'percent_change_24h': -1.87245169, 'percent_change_7d': 2.60603865, 'percent_change_30d': 108.09015986, 'percent_change_60d': 64.49201578, 'percent_change_90d': 55.36295293, 'market_cap': 18678221.635914963, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 33762293.48, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
5616,MATH,MATH,math,56,2020-05-21T00:00:00.000Z,"cosmos-ecosystem, wallet, polygon-ecosystem, arbitrum-ecosytem, injective-ecosystem, bnb-chain",,114356164.04,200000000.0,Ethereum,"{'price': 0.163240963326288, 'volume_24h': 95849.67787937, 'volume_change_24h': -12.2847, 'percent_change_1h': -0.60536952, 'percent_change_24h': -3.84547311, 'percent_change_7d': 1.07734614, 'percent_change_30d': -9.87406067, 'percent_change_60d': -27.77915535, 'percent_change_90d': -48.92139071, 'market_cap': 18667610.380188618, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 32648192.67, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
30460,Burnedfi,BURN,burnedfi-app,12,2024-04-08T08:16:21.000Z,,21000000.0,13595009.86422529,13595009.86422529,BNB Smart Chain (BEP20),"{'price': 1.37028231216209, 'volume_24h': 221944.46555281, 'volume_change_24h': 116.3969, 'percent_change_1h': 0.35065563, 'percent_change_24h': -8.35811518, 'percent_change_7d': -16.26885512, 'percent_change_30d': -10.49018621, 'percent_change_60d': -34.55629052, 'percent_change_90d': -61.40208091, 'market_cap': 18629001.55061705, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 28775928.56, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
