id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,quote
1,Bitcoin,BTC,bitcoin,11697,2010-07-13T00:00:00.000Z,"mineable, pow, sha-256, store-of-value, state-channel, coinbase-ventures-portfolio, three-arrows-capital-portfolio, polychain-capital-portfolio, binance-labs-portfolio, blockchain-capital-portfolio, boostvc-portfolio, cms-holdings-portfolio, dcg-portfolio, dragonfly-capital-portfolio, electric-capital-portfolio, fabric-ventures-portfolio, framework-ventures-portfolio, galaxy-digital-portfolio, huobi-capital-portfolio, alameda-research-portfolio, a16z-portfolio, 1confirmation-portfolio, winklevoss-capital-portfolio, usv-portfolio, placeholder-ventures-portfolio, pantera-capital-portfolio, multicoin-capital-portfolio, paradigm-portfolio, bitcoin-ecosystem, ftx-bankruptcy-estate",21000000.0,19754687.0,19754687.0,N/A,"{'price': 58443.85151551074, 'volume_24h': 21200790036.06305, 'volume_change_24h': 35.7754, 'percent_change_1h': -0.41156102, 'percent_change_24h': -2.83515694, 'percent_change_7d': 6.31139728, 'percent_change_30d': -1.25722819, 'percent_change_60d': -9.34125907, 'percent_change_90d': -10.2967514, 'market_cap': 1154539993763.3904, 'market_cap_dominance': 56.8553, 'fully_diluted_market_cap': 1227320881825.73, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
1027,Ethereum,ETH,ethereum,9293,2015-08-07T00:00:00.000Z,"pos, smart-contracts, ethereum-ecosystem, coinbase-ventures-portfolio, three-arrows-capital-portfolio, polychain-capital-portfolio, binance-labs-portfolio, blockchain-capital-portfolio, boostvc-portfolio, cms-holdings-portfolio, dcg-portfolio, dragonfly-capital-portfolio, electric-capital-portfolio, fabric-ventures-portfolio, framework-ventures-portfolio, hashkey-capital-portfolio, kenetic-capital-portfolio, huobi-capital-portfolio, alameda-research-portfolio, a16z-portfolio, 1confirmation-portfolio, winklevoss-capital-portfolio, usv-portfolio, placeholder-ventures-portfolio, pantera-capital-portfolio, multicoin-capital-portfolio, paradigm-portfolio, layer-1, ftx-bankruptcy-estate",,120339716.02452113,120339716.02452113,N/A,"{'price': 2277.114906566871, 'volume_24h': 12228628692.938105, 'volume_change_24h': 58.4459, 'percent_change_1h': -0.70739592, 'percent_change_24h': -5.95382321, 'percent_change_7d': -1.20612676, 'percent_change_30d': -12.40515608, 'percent_change_60d': -33.17658877, 'percent_change_90d': -33.41494075, 'market_cap': 274027361211.4612, 'market_cap_dominance': 13.5062, 'fully_diluted_market_cap': 274027361211.46, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
825,Tether USDt,USDT,tether,97538,2015-02-25T00:00:00.000Z,"stablecoin, asset-backed-stablecoin, avalanche-ecosystem, solana-ecosystem, arbitrum-ecosytem, moonriver-ecosystem, injective-ecosystem, bnb-chain, usd-stablecoin, optimism-ecosystem, fiat-stablecoin",,118810537791.35384,120237807292.87524,Ethereum,"{'price': 0.9999780987250653, 'volume_24h': 37892645674.55864, 'volume_change_24h': 26.2057, 'percent_change_1h': -0.01166182, 'percent_change_24h': -0.02846704, 'percent_change_7d': -0.00179419, 'percent_change_30d': -0.03385798, 'percent_change_60d': -0.00334772, 'percent_change_90d': 0.01392662, 'market_cap': 118807935689.10052, 'market_cap_dominance': 5.8507, 'fully_diluted_market_cap': 120235173931.6, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
1839,BNB,BNB,bnb,2235,2017-07-25T00:00:00.000Z,"marketplace, centralized-exchange, payments, smart-contracts, alameda-research-portfolio, multicoin-capital-portfolio, bnb-chain, layer-1, sec-security-token, alleged-sec-securities, celsius-bankruptcy-estate",,145934011.84267306,145934011.84267306,N/A,"{'price': 544.2398914825993, 'volume_24h': 1637980758.9763722, 'volume_change_24h': 16.5478, 'percent_change_1h': -0.86355959, 'percent_change_24h': -1.95840353, 'percent_change_7d': 7.44592368, 'percent_change_30d': 4.31671145, 'percent_change_60d': -4.86899935, 'percent_change_90d': -8.07234445, 'market_cap': 79423110768.87675, 'market_cap_dominance': 3.9146, 'fully_diluted_market_cap': 79423110768.88, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
5426,Solana,SOL,solana,729,2020-04-10T00:00:00.000Z,"pos, platform, solana-ecosystem, cms-holdings-portfolio, kenetic-capital-portfolio, alameda-research-portfolio, multicoin-capital-portfolio, okx-ventures-portfolio, layer-1, ftx-bankruptcy-estate, sec-security-token, alleged-sec-securities, cmc-crypto-awards-2024",,468227726.2701607,584608462.4615592,N/A,"{'price': 130.24566393420994, 'volume_24h': 1508819629.0803065, 'volume_change_24h': 65.8128, 'percent_change_1h': -0.24946033, 'percent_change_24h': -5.30213289, 'percent_change_7d': 0.78629624, 'percent_change_30d': -6.85845738, 'percent_change_60d': -17.31486523, 'percent_change_90d': -3.04520441, 'market_cap': 60984631080.46259, 'market_cap_dominance': 3.0058, 'fully_diluted_market_cap': 76142717334.86, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
3408,USDC,USDC,usd-coin,22088,2018-10-08T00:00:00.000Z,"medium-of-exchange, stablecoin, asset-backed-stablecoin, coinbase-ventures-portfolio, solana-ecosystem, hedera-hashgraph-ecosystem, arbitrum-ecosytem, moonriver-ecosystem, bnb-chain, usd-stablecoin, optimism-ecosystem, base-ecosystem, fiat-stablecoin",,35706979150.18937,35706979150.18937,Ethereum,"{'price': 0.9998634453248029, 'volume_24h': 3975325546.062926, 'volume_change_24h': 36.5495, 'percent_change_1h': -0.01210022, 'percent_change_24h': -0.01172489, 'percent_change_7d': -0.01728537, 'percent_change_30d': -0.01486328, 'percent_change_60d': -0.01634356, 'percent_change_90d': -0.01772593, 'market_cap': 35702103195.249245, 'market_cap_dominance': 1.7597, 'fully_diluted_market_cap': 35702103195.25, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
52,XRP,XRP,xrp,1388,2013-08-04T00:00:00.000Z,"medium-of-exchange, enterprise-solutions, arrington-xrp-capital-portfolio, galaxy-digital-portfolio, a16z-portfolio, pantera-capital-portfolio, ftx-bankruptcy-estate",100000000000.0,56386022594.0,99987224458.0,N/A,"{'price': 0.5625675943306672, 'volume_24h': 856532783.4519371, 'volume_change_24h': -27.0321, 'percent_change_1h': -0.63796397, 'percent_change_24h': -4.9866615, 'percent_change_7d': 6.35236359, 'percent_change_30d': -0.30430665, 'percent_change_60d': -7.65748376, 'percent_change_90d': 15.44097255, 'market_cap': 31720949084.581226, 'market_cap_dominance': 1.5621, 'fully_diluted_market_cap': 56256759433.07, 'tvl': None, 'last_updated': '2024-09-16T02:25:00.000Z'}"
74,Dogecoin,DOGE,dogecoin,1064,2013-12-15T00:00:00.000Z,"mineable, pow, scrypt, medium-of-exchange, memes, payments, doggone-doggerel, bnb-chain, ftx-bankruptcy-estate",,145974246383.70526,145974246383.70526,N/A,"{'price': 0.10086093576361382, 'volume_24h': 481383451.3411196, 'volume_change_24h': 15.1938, 'percent_change_1h': -1.0211058, 'percent_change_24h': -4.72387139, 'percent_change_7d': 3.9889476, 'percent_change_30d': -0.29383343, 'percent_change_60d': -17.5548578, 'percent_change_90d': -15.77626459, 'market_cap': 14723099087.648834, 'market_cap_dominance': 0.7246, 'fully_diluted_market_cap': 14723099087.65, 'tvl': None, 'last_updated': '2024-09-16T02:25:00.000Z'}"
11419,Toncoin,TON,toncoin,554,2021-08-26T13:40:22.000Z,"pos, layer-1, ftx-bankruptcy-estate, dwf-labs-portfolio, toncoin-ecosystem",,2533029262.996992,5111874666.621809,N/A,"{'price': 5.459412167907132, 'volume_24h': 237272020.1806277, 'volume_change_24h': 19.3206, 'percent_change_1h': -0.92419836, 'percent_change_24h': -3.75468462, 'percent_change_7d': 10.72635741, 'percent_change_30d': -16.54379615, 'percent_change_60d': -23.47404441, 'percent_change_90d': -26.08765652, 'market_cap': 13828850780.070614, 'market_cap_dominance': 0.681, 'fully_diluted_market_cap': 27907830755.77, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
1958,TRON,TRX,tron,1033,2017-09-13T00:00:00.000Z,"media, payments, tron-ecosystem, layer-1, dwf-labs-portfolio, sec-security-token, alleged-sec-securities",,86695198736.9691,86695195274.11795,N/A,"{'price': 0.1480816413464598, 'volume_24h': 238272851.33593377, 'volume_change_24h': 13.737, 'percent_change_1h': -0.20728649, 'percent_change_24h': 0.39120961, 'percent_change_7d': -3.51872392, 'percent_change_30d': 10.59205593, 'percent_change_60d': 10.73093213, 'percent_change_90d': 29.48937178, 'market_cap': 12837967325.827911, 'market_cap_dominance': 0.6322, 'fully_diluted_market_cap': 12837966813.04, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
2010,Cardano,ADA,cardano,1251,2017-10-01T00:00:00.000Z,"dpos, pos, platform, research, smart-contracts, staking, cardano-ecosystem, cardano, layer-1, sec-security-token, alleged-sec-securities",45000000000.0,35960643044.11,37170426657.961,N/A,"{'price': 0.33290851895206086, 'volume_24h': 206163481.9465882, 'volume_change_24h': 32.6768, 'percent_change_1h': -0.57654702, 'percent_change_24h': -6.11312731, 'percent_change_7d': -3.54013503, 'percent_change_30d': 0.85752099, 'percent_change_60d': -24.24236448, 'percent_change_90d': -10.90924045, 'market_cap': 11971604416.37839, 'market_cap_dominance': 0.5895, 'fully_diluted_market_cap': 14980883352.84, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
5805,Avalanche,AVAX,avalanche,781,2020-07-13T00:00:00.000Z,"defi, smart-contracts, three-arrows-capital-portfolio, polychain-capital-portfolio, avalanche-ecosystem, cms-holdings-portfolio, dragonfly-capital-portfolio, real-world-assets, layer-1",715748719.0,405810873.02232015,445813973.02232015,N/A,"{'price': 23.565181395278806, 'volume_24h': 203162479.20963705, 'volume_change_24h': 7.5271, 'percent_change_1h': -0.34133132, 'percent_change_24h': -5.99512997, 'percent_change_7d': 1.04462452, 'percent_change_30d': 15.10340128, 'percent_change_60d': -14.32523145, 'percent_change_90d': -10.00892881, 'market_cap': 9563006834.94743, 'market_cap_dominance': 0.4713, 'fully_diluted_market_cap': 16866748396.67, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
5994,Shiba Inu,SHIB,shiba-inu,873,2020-08-01T00:00:00.000Z,"memes, ethereum-ecosystem, doggone-doggerel",,589269543623759.0,589518430098487.9,Ethereum,"{'price': 1.3189046060940603e-05, 'volume_24h': 125718008.27360936, 'volume_change_24h': 16.421, 'percent_change_1h': -0.16925766, 'percent_change_24h': -4.48101515, 'percent_change_7d': 0.59801589, 'percent_change_30d': -0.73446094, 'percent_change_60d': -29.46926861, 'percent_change_90d': -25.59818084, 'market_cap': 7771903153.163205, 'market_cap_dominance': 0.3827, 'fully_diluted_market_cap': 7775185728.34, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
1975,Chainlink,LINK,chainlink,1845,2017-09-20T00:00:00.000Z,"platform, defi, oracles, smart-contracts, substrate, polkadot, avalanche-ecosystem, solana-ecosystem, framework-ventures-portfolio, polygon-ecosystem, fantom-ecosystem, cardano-ecosystem, web3, near-protocol-ecosystem, arbitrum-ecosytem, cardano, injective-ecosystem, optimism-ecosystem, real-world-assets, celsius-bankruptcy-estate",,608099970.4527867,1000000000.0,Ethereum,"{'price': 10.613423180709537, 'volume_24h': 152560511.82640198, 'volume_change_24h': 17.9316, 'percent_change_1h': -0.73610761, 'percent_change_24h': -6.0447098, 'percent_change_7d': 2.50821496, 'percent_change_30d': 4.89872556, 'percent_change_60d': -23.21947464, 'percent_change_90d': -21.87788105, 'market_cap': 6454022322.592391, 'market_cap_dominance': 0.3178, 'fully_diluted_market_cap': 10613423180.71, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
6636,Polkadot,DOT,polkadot-new,819,2020-08-19T00:00:00.000Z,"substrate, polkadot, polkadot-ecosystem, three-arrows-capital-portfolio, polychain-capital-portfolio, arrington-xrp-capital-portfolio, blockchain-capital-portfolio, boostvc-portfolio, cms-holdings-portfolio, coinfund-portfolio, fabric-ventures-portfolio, fenbushi-capital-portfolio, hashkey-capital-portfolio, kenetic-capital-portfolio, 1confirmation-portfolio, placeholder-ventures-portfolio, pantera-capital-portfolio, exnetwork-capital-portfolio, web3, spartan-group, layer-1",,1493888892.5359712,1493888892.5359712,N/A,"{'price': 4.293050154307453, 'volume_24h': 99019719.47877125, 'volume_change_24h': 40.7911, 'percent_change_1h': -1.14541633, 'percent_change_24h': -4.0070568, 'percent_change_7d': 3.55297833, 'percent_change_30d': -0.4388492, 'percent_change_60d': -32.1137923, 'percent_change_90d': -24.46279356, 'market_cap': 6413339940.619741, 'market_cap_dominance': 0.3161, 'fully_diluted_market_cap': 6413339940.62, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
1831,Bitcoin Cash,BCH,bitcoin-cash,922,2017-07-23T00:00:00.000Z,"mineable, pow, sha-256, marketplace, medium-of-exchange, store-of-value, enterprise-solutions, payments, bitcoin-ecosystem, layer-1",21000000.0,19761390.625,19761390.625,N/A,"{'price': 312.728869933247, 'volume_24h': 204453569.99075395, 'volume_change_24h': -15.4031, 'percent_change_1h': -0.25440852, 'percent_change_24h': -4.69182808, 'percent_change_7d': 2.11765638, 'percent_change_30d': -7.77396859, 'percent_change_60d': -17.44556611, 'percent_change_90d': -19.79803846, 'market_cap': 6179957358.465712, 'market_cap_dominance': 0.3043, 'fully_diluted_market_cap': 6567306268.6, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
4943,Dai,DAI,multi-collateral-dai,3375,2019-11-22T00:00:00.000Z,"defi, stablecoin, asset-backed-stablecoin, ethereum-ecosystem, avalanche-ecosystem, polygon-ecosystem, fantom-ecosystem, arbitrum-ecosytem, harmony-ecosystem, moonriver-ecosystem, bnb-chain, usd-stablecoin, optimism-ecosystem",,5365382702.664872,5365382702.664872,Ethereum,"{'price': 0.9998056225581727, 'volume_24h': 39938730.06465164, 'volume_change_24h': -2.1, 'percent_change_1h': 0.00204286, 'percent_change_24h': -0.0110975, 'percent_change_7d': -0.00630874, 'percent_change_30d': -0.01499007, 'percent_change_60d': -0.01864722, 'percent_change_90d': -0.01850095, 'market_cap': 5364339793.300704, 'market_cap_dominance': 0.2644, 'fully_diluted_market_cap': 5364339793.3, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
3957,UNUS SED LEO,LEO,unus-sed-leo,48,2019-05-21T00:00:00.000Z,"marketplace, centralized-exchange, discount-token, payments, kenetic-capital-portfolio, alameda-research-portfolio",,925462180.9,985239504.0,Ethereum,"{'price': 5.663591298524768, 'volume_24h': 1710781.96872397, 'volume_change_24h': -24.6756, 'percent_change_1h': -3.65369512, 'percent_change_24h': -0.77389758, 'percent_change_7d': 4.93726201, 'percent_change_30d': -6.44033207, 'percent_change_60d': -2.56419417, 'percent_change_90d': -1.19932383, 'market_cap': 5241439554.8589945, 'market_cap_dominance': 0.258, 'fully_diluted_market_cap': 5579993881.82, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
2,Litecoin,LTC,litecoin,1238,2013-04-28T00:00:00.000Z,"mineable, pow, scrypt, medium-of-exchange",84000000.0,74978893.6066697,84000000.0,N/A,"{'price': 62.6714345651504, 'volume_24h': 213585486.87782848, 'volume_change_24h': -10.6308, 'percent_change_1h': -0.31534649, 'percent_change_24h': -5.33609239, 'percent_change_7d': 3.71883982, 'percent_change_30d': -5.44750037, 'percent_change_60d': -12.96217295, 'percent_change_90d': -14.01600207, 'market_cap': 4699034824.437774, 'market_cap_dominance': 0.2314, 'fully_diluted_market_cap': 5264400503.47, 'tvl': None, 'last_updated': '2024-09-16T02:25:00.000Z'}"
6535,NEAR Protocol,NEAR,near-protocol,450,2020-08-11T00:00:00.000Z,"platform, ai-big-data, staking, coinbase-ventures-portfolio, three-arrows-capital-portfolio, arrington-xrp-capital-portfolio, coinfund-portfolio, electric-capital-portfolio, fabric-ventures-portfolio, kenetic-capital-portfolio, near-protocol-ecosystem, cross-chain, injective-ecosystem, circle-ventures-portfolio, layer-1, sec-security-token, alleged-sec-securities, account-abstraction, data-availability",,1129975009.0,1210549867.0,N/A,"{'price': 3.9407346587870076, 'volume_24h': 152147005.57957566, 'volume_change_24h': 28.6895, 'percent_change_1h': -0.9167256, 'percent_change_24h': -7.04241299, 'percent_change_7d': 4.32689482, 'percent_change_30d': -1.32345501, 'percent_change_60d': -35.55620384, 'percent_change_90d': -16.65855085, 'market_cap': 4452931681.529461, 'market_cap_dominance': 0.2193, 'fully_diluted_market_cap': 4770455817.08, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
20396,Kaspa,KAS,kaspa,138,2022-06-01T00:03:58.000Z,"mineable, dag, pow, store-of-value, polychain-capital-portfolio, layer-1",28704026601.0,24707362499.489075,24707362182.546272,N/A,"{'price': 0.16818927417144786, 'volume_24h': 92882546.39298922, 'volume_change_24h': 86.9716, 'percent_change_1h': -0.72014631, 'percent_change_24h': -5.35551295, 'percent_change_7d': 11.25294049, 'percent_change_30d': 0.72544645, 'percent_change_60d': -5.18252146, 'percent_change_90d': 19.34385422, 'market_cap': 4155513365.479917, 'market_cap_dominance': 0.2048, 'fully_diluted_market_cap': 4827709399.82, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
7083,Uniswap,UNI,uniswap,1095,2020-09-17T00:00:00.000Z,"decentralized-exchange-dex-token, defi, dao, yield-farming, amm, coinbase-ventures-portfolio, three-arrows-capital-portfolio, governance, blockchain-capital-portfolio, defiance-capital-portfolio, alameda-research-portfolio, a16z-portfolio, pantera-capital-portfolio, parafi-capital, paradigm-portfolio, arbitrum-ecosytem, injective-ecosystem, optimism-ecosystem, cmc-crypto-awards-2024",,600210149.71,1000000000.0,Ethereum,"{'price': 6.4335004849218045, 'volume_24h': 70322233.89793265, 'volume_change_24h': -4.3748, 'percent_change_1h': -0.93305994, 'percent_change_24h': -4.03591898, 'percent_change_7d': 0.41068982, 'percent_change_30d': -0.6417809, 'percent_change_60d': -19.02819542, 'percent_change_90d': -35.68896693, 'market_cap': 3861452289.214274, 'market_cap_dominance': 0.1902, 'fully_diluted_market_cap': 6433500484.92, 'tvl': 5201703562.71899, 'last_updated': '2024-09-16T02:24:00.000Z'}"
8916,Internet Computer,ICP,internet-computer,292,2021-03-23T00:00:00.000Z,"platform, ai-big-data, smart-contracts, polychain-capital-portfolio, electric-capital-portfolio, fenbushi-capital-portfolio, hashkey-capital-portfolio, a16z-portfolio, multicoin-capital-portfolio, exnetwork-capital-portfolio, internet-computer-ecosystem, layer-1, sec-security-token, alleged-sec-securities",,470388523.5927708,522869339.8652942,N/A,"{'price': 8.105012604463399, 'volume_24h': 67419827.85112871, 'volume_change_24h': 7.4818, 'percent_change_1h': -0.72402202, 'percent_change_24h': -6.25578544, 'percent_change_7d': 9.16087114, 'percent_change_30d': 15.45167995, 'percent_change_60d': -19.85716942, 'percent_change_90d': 0.52503731, 'market_cap': 3812504912.7143364, 'market_cap_dominance': 0.1877, 'fully_diluted_market_cap': 4237862590.1, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
3773,Artificial Superintelligence Alliance,FET,artificial-superintelligence-alliance,377,2019-03-02T00:00:00.000Z,"cosmos-ecosystem, ai-big-data, collectibles-nfts, iot, binance-launchpad, web3, injective-ecosystem, generative-ai, dwf-labs-portfolio",2630547141.0,2520000000.0,2630547141.0,N/A,"{'price': 1.2940695400234057, 'volume_24h': 180431187.019086, 'volume_change_24h': 12.895, 'percent_change_1h': -1.15063542, 'percent_change_24h': -8.08532607, 'percent_change_7d': 16.99538682, 'percent_change_30d': 56.50494946, 'percent_change_60d': -11.37811076, 'percent_change_90d': 5.7678803, 'market_cap': 3261055240.8589826, 'market_cap_dominance': 0.1606, 'fully_diluted_market_cap': 3404110928.76, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
328,Monero,XMR,monero,293,2014-05-21T00:00:00.000Z,"mineable, pow, medium-of-exchange, privacy, ringct, boostvc-portfolio, electric-capital-portfolio, galaxy-digital-portfolio",,18446744.07370955,18446744.07370955,N/A,"{'price': 171.31171939844626, 'volume_24h': 44527398.99647479, 'volume_change_24h': -7.1077, 'percent_change_1h': 0.37025834, 'percent_change_24h': 0.60904819, 'percent_change_7d': 0.54052888, 'percent_change_30d': 14.68021985, 'percent_change_60d': 6.71131598, 'percent_change_90d': -1.18283217, 'market_cap': 3160143444.570282, 'market_cap_dominance': 0.1556, 'fully_diluted_market_cap': 3160143444.57, 'tvl': None, 'last_updated': '2024-09-16T02:25:00.000Z'}"
24478,Pepe,PEPE,pepe,440,2023-04-17T06:18:08.000Z,memes,420690000000000.0,420689899999994.8,420689899999994.8,Ethereum,"{'price': 7.1773839955075775e-06, 'volume_24h': 367868520.86981213, 'volume_change_24h': 15.6672, 'percent_change_1h': -1.18613196, 'percent_change_24h': -7.91818797, 'percent_change_7d': 1.89406693, 'percent_change_30d': -1.10798238, 'percent_change_60d': -38.89630665, 'percent_change_90d': -30.17548624, 'market_cap': 3019452955.331646, 'market_cap_dominance': 0.1487, 'fully_diluted_market_cap': 3019453673.07, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
21794,Aptos,APT,aptos,422,2022-10-19T01:50:25.000Z,"binance-labs-portfolio, aptos-ecosystem, circle-ventures-portfolio, layer-1, ftx-bankruptcy-estate, move-vm",,499491532.8889551,1116132828.826865,N/A,"{'price': 5.797780171123949, 'volume_24h': 68629123.39604992, 'volume_change_24h': 9.2181, 'percent_change_1h': -0.58601478, 'percent_change_24h': -5.30179159, 'percent_change_7d': -4.5762577, 'percent_change_30d': -2.59514357, 'percent_change_60d': -17.69976652, 'percent_change_90d': -14.09171493, 'market_cap': 2895942105.0278897, 'market_cap_dominance': 0.1426, 'fully_diluted_market_cap': 6471092783.31, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
20947,Sui,SUI,sui,319,2022-07-12T08:03:11.000Z,"binance-launchpool, coinbase-ventures-portfolio, binance-labs-portfolio, electric-capital-portfolio, a16z-portfolio, sui-ecosystem, layer-1, move-vm",10000000000.0,2679963749.6338882,10000000000.0,N/A,"{'price': 1.068666258188599, 'volume_24h': 464984248.0114053, 'volume_change_24h': 33.5557, 'percent_change_1h': -0.30998391, 'percent_change_24h': -3.09009921, 'percent_change_7d': 15.76197785, 'percent_change_30d': 31.45296759, 'percent_change_60d': 26.9193835, 'percent_change_90d': 32.9342398, 'market_cap': 2863986832.4023347, 'market_cap_dominance': 0.1412, 'fully_diluted_market_cap': 10686662581.89, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
512,Stellar,XLM,stellar,613,2014-08-05T00:00:00.000Z,"medium-of-exchange, enterprise-solutions, decentralized-exchange-dex-token, smart-contracts, hashkey-capital-portfolio",50001806812.0,29611808855.312695,50001786939.44847,N/A,"{'price': 0.09433414617091708, 'volume_24h': 38080234.09114503, 'volume_change_24h': -0.1063, 'percent_change_1h': -0.15303113, 'percent_change_24h': -2.70438519, 'percent_change_7d': 4.26804859, 'percent_change_30d': -0.91199652, 'percent_change_60d': -12.41747348, 'percent_change_90d': 3.49968099, 'market_cap': 2793404704.9423246, 'market_cap_dominance': 0.1377, 'fully_diluted_market_cap': 4716877752.61, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
28321,POL (ex-MATIC),POL,polygon-ecosystem-token,173,2023-10-30T14:43:57.000Z,,,7114979084.973113,10256272646.397047,Ethereum,"{'price': 0.3792072687958858, 'volume_24h': 55357408.02577829, 'volume_change_24h': -15.1372, 'percent_change_1h': -0.89080448, 'percent_change_24h': -6.32667101, 'percent_change_7d': 0.29432745, 'percent_change_30d': -5.56595677, 'percent_change_60d': -30.43576776, 'percent_change_90d': -29.27453441, 'market_cap': 2698051786.3525047, 'market_cap_dominance': 0.1329, 'fully_diluted_market_cap': 3889253138.27, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
1321,Ethereum Classic,ETC,ethereum-classic,559,2016-07-24T00:00:00.000Z,"mineable, pow, ethash, platform, smart-contracts, dcg-portfolio",210700000.0,148756380.47130403,210700000.0,N/A,"{'price': 17.66825560231422, 'volume_24h': 85476212.73541155, 'volume_change_24h': 21.542, 'percent_change_1h': -0.14748332, 'percent_change_24h': -4.87655366, 'percent_change_7d': -1.62400329, 'percent_change_30d': -5.5938126, 'percent_change_60d': -23.69773394, 'percent_change_90d': -20.8655418, 'market_cap': 2628265752.6421027, 'market_cap_dominance': 0.1295, 'fully_diluted_market_cap': 3722701455.41, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
5690,Render,RENDER,render,465,2020-06-11T00:00:00.000Z,"art, media, vr-ar, ai-big-data, distributed-computing, collectibles-nfts, scaling, video, ethereum-ecosystem, solana-ecosystem, metaverse, alameda-research-portfolio, multicoin-capital-portfolio, polygon-ecosystem, web3, generative-ai, depin",,517460631.4554916,532220804.73549163,Ethereum,"{'price': 4.876933326521825, 'volume_24h': 169878627.05554152, 'volume_change_24h': 280.6953, 'percent_change_1h': -0.14658836, 'percent_change_24h': -6.68648339, 'percent_change_7d': 0.39511827, 'percent_change_30d': 7.51886031, 'percent_change_60d': -28.85680575, 'percent_change_90d': -30.98123406, 'market_cap': 2523620998.708315, 'market_cap_dominance': 0.1243, 'fully_diluted_market_cap': 2595605379.68, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
26081,First Digital USD,FDUSD,first-digital-usd,361,2023-07-26T04:26:40.000Z,"stablecoin, ethereum-ecosystem, binance-smart-chain, usd-stablecoin, sui-ecosystem, fiat-stablecoin",,2515962448.15,2515962448.15,Ethereum,"{'price': 1.0019262263678863, 'volume_24h': 3159506550.0584044, 'volume_change_24h': 65.3635, 'percent_change_1h': 0.02154601, 'percent_change_24h': 0.11577971, 'percent_change_7d': 0.28184058, 'percent_change_30d': 0.12983503, 'percent_change_60d': 0.11288577, 'percent_change_90d': 0.21410471, 'market_cap': 2520808761.358238, 'market_cap_dominance': 0.1241, 'fully_diluted_market_cap': 2520808761.36, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
3897,OKB,OKB,okb,128,2019-04-30T00:00:00.000Z,"marketplace, centralized-exchange, discount-token, alameda-research-portfolio, x1-ecosystem",,60000000.0,300000000.0,Ethereum,"{'price': 38.11211384615836, 'volume_24h': 2493198.07599275, 'volume_change_24h': 17.5363, 'percent_change_1h': -0.62266832, 'percent_change_24h': -1.86871161, 'percent_change_7d': 4.78088478, 'percent_change_30d': 3.62299388, 'percent_change_60d': -11.21036944, 'percent_change_90d': -13.13506516, 'market_cap': 2286726830.7695017, 'market_cap_dominance': 0.1126, 'fully_diluted_market_cap': 11433634153.85, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
4847,Stacks,STX,stacks,195,2019-10-28T00:00:00.000Z,"mineable, platform, collectibles-nfts, defi, smart-contracts, metaverse, arrington-xrp-capital-portfolio, blockchain-capital-portfolio, dcg-portfolio, fabric-ventures-portfolio, hashkey-capital-portfolio, huobi-capital-portfolio, usv-portfolio, web3, injective-ecosystem, bitcoin-ecosystem",1818000000.0,1489362844.97712,1818000000.0,N/A,"{'price': 1.508315456218069, 'volume_24h': 49326188.16160416, 'volume_change_24h': 18.0036, 'percent_change_1h': -0.50216338, 'percent_change_24h': -6.01106591, 'percent_change_7d': 6.5809783, 'percent_change_30d': 2.94611662, 'percent_change_60d': -20.87036206, 'percent_change_90d': -5.34509124, 'market_cap': 2246428998.995906, 'market_cap_dominance': 0.1107, 'fully_diluted_market_cap': 2742117499.4, 'tvl': None, 'last_updated': '2024-09-16T02:24:00.000Z'}"
